Query de Busqueda;ID;Titulo del producto;Precio;Cantidad disponible;Condicion;Link al item;Estado;Garantia;Direccion vendedor
notebook asus;MLA1121571993;Notebook Asus Vivobook I3-1115g4 256gb Ssd 8gb 15.6 Táctil C;214699.05;1;new;https://articulo.mercadolibre.com.ar/MLA-1121571993-notebook-asus-vivobook-i3-1115g4-256gb-ssd-8gb-156-tactil-c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1132739815;Notebook Asus Vivobook 17.3 Plata X712ja I5 1 Tb Hhd 12 Gb ;249999;1;new;https://articulo.mercadolibre.com.ar/MLA-1132739815-notebook-asus-vivobook-173-plata-x712ja-i5-1-tb-hhd-12-gb-_JM;active;Garantía del vendedor: 12 meses;
notebook asus;MLA767978732;Notebook Asus Intel Core I7 15,6 12gb + 480 Gb Ssd Gamer;261499;5000;new;https://articulo.mercadolibre.com.ar/MLA-767978732-notebook-asus-intel-core-i7-156-12gb-480-gb-ssd-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1180571414;Notebook Asus Tuf 15.6 144hz I5 10300h 16g 512g Gtx 1650;325890;1;new;https://articulo.mercadolibre.com.ar/MLA-1180571414-notebook-asus-tuf-156-144hz-i5-10300h-16g-512g-gtx-1650-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1258702121;Notebook Asus X515ea Intel I5 1135g7 8gb 256gb 15,6 Fhd;191599;1;new;https://articulo.mercadolibre.com.ar/MLA-1258702121-notebook-asus-x515ea-intel-i5-1135g7-8gb-256gb-156-fhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1150884976;Notebook Asus X515 Core I7 1165g7 16gb 512gb 15.6 Fhd Cta;339445.35;1;new;https://articulo.mercadolibre.com.ar/MLA-1150884976-notebook-asus-x515-core-i7-1165g7-16gb-512gb-156-fhd-cta-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA932195887;Notebook Asus Core I5 X515 20gb 15.6 500gb Ssd Gamer Csi;338999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932195887-notebook-asus-core-i5-x515-20gb-156-500gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA932196171;Notebook Asus Core I5 X515 11va 20gb 15.6 1tb Ssd Gamer Csi;365999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932196171-notebook-asus-core-i5-x515-11va-20gb-156-1tb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1137875637;Notebook Asus Vivobook Pro 14 Oled Core I5 11300h 8gb 256gb;215890;1;new;https://articulo.mercadolibre.com.ar/MLA-1137875637-notebook-asus-vivobook-pro-14-oled-core-i5-11300h-8gb-256gb-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA916214184;Notebook Asus 512gb Ssd 8gb Ram Amd Ryzen 7 Windows 10;399999;1;new;https://articulo.mercadolibre.com.ar/MLA-916214184-notebook-asus-512gb-ssd-8gb-ram-amd-ryzen-7-windows-10-_JM;active;Garantía del vendedor: 3 meses;
notebook asus;MLA1143801388;Notebook Asus X515 I5 1135g7 16gb Ssd 480gb 15.6 Fhd W11 C;273415.35;1;new;https://articulo.mercadolibre.com.ar/MLA-1143801388-notebook-asus-x515-i5-1135g7-16gb-ssd-480gb-156-fhd-w11-c-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931566639;Notebook Asus Tuf Fx506 I5 32gb 512gb Ssd Gtx 1650 Gamer;374999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931566639-notebook-asus-tuf-fx506-i5-32gb-512gb-ssd-gtx-1650-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA815766354;Notebook Asus Core I3 12gb 240gb Ssd Windows 10 Gamer Csi;238999;5000;new;https://articulo.mercadolibre.com.ar/MLA-815766354-notebook-asus-core-i3-12gb-240gb-ssd-windows-10-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA932193895;Notebook Asus Core I5 X515 12gb 15.6 500gb Ssd Gamer Csi;298999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932193895-notebook-asus-core-i5-x515-12gb-156-500gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1122332889;Notebook Asus X515ea Core I5 11va 8gb 256gb 15,6 Full Hd Hf;205990;1;new;https://articulo.mercadolibre.com.ar/MLA-1122332889-notebook-asus-x515ea-core-i5-11va-8gb-256gb-156-full-hd-hf-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA916049092;Notebook Asus Core I7 20g 15,6 480gb Ssd Windows 10 Gamer ;309999;5000;new;https://articulo.mercadolibre.com.ar/MLA-916049092-notebook-asus-core-i7-20g-156-480gb-ssd-windows-10-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1161785561;Notebook Asus X515ea Intel Core I7 1165g7 512gb 8gb Win 10;264991;100;new;https://articulo.mercadolibre.com.ar/MLA-1161785561-notebook-asus-x515ea-intel-core-i7-1165g7-512gb-8gb-win-10-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1122870759;Notebook Asus X515ea Intel Core I3 4gb Ssd 256gb Windows 11;168149;1;new;https://articulo.mercadolibre.com.ar/MLA-1122870759-notebook-asus-x515ea-intel-core-i3-4gb-ssd-256gb-windows-11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931920522;Notebook Asus Core I3 X515 12gb 15.6 256gb Ssd Gamer Csi;220999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931920522-notebook-asus-core-i3-x515-12gb-156-256gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA931914544;Notebook Asus Core I3 X515 11va 8gb 15,6 1tb Ssd Gamer Csi;261999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931914544-notebook-asus-core-i3-x515-11va-8gb-156-1tb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA931928145;Notebook Asus Core I3 X515 12gb 15.6 500gb Ssd Gamer Csi;247999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931928145-notebook-asus-core-i3-x515-12gb-156-500gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA932197685;Notebook Asus Core I5 X515 11va 20gb 15.6 1tb Ssd Gamer;269999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932197685-notebook-asus-core-i5-x515-11va-20gb-156-1tb-ssd-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1148115007;Notebook Asus X515ea Core I7 11va 24gb 512gb 15,6 Gamer Hf;284990;1;new;https://articulo.mercadolibre.com.ar/MLA-1148115007-notebook-asus-x515ea-core-i7-11va-24gb-512gb-156-gamer-hf-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1220562491;Notebook Gamer Asus Tuf F17 Fx706 17 Pulgadas Ips 144hz Intel Core I5-11260h 8gb De Ram 512gb Ssd Nvidia Geforce Rtx 3050 Ti Windows 10;374761;1;new;https://articulo.mercadolibre.com.ar/MLA-1220562491-notebook-gamer-asus-tuf-f17-fx706-17-pulgadas-ips-144hz-intel-core-i5-11260h-8gb-de-ram-512gb-ssd-nvidia-geforce-rtx-3050-ti-windows-10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1143433398;Notebook Asus X515ea Intel Core I3 1115g4 8gb 256gb M.2;152991;50;new;https://articulo.mercadolibre.com.ar/MLA-1143433398-notebook-asus-x515ea-intel-core-i3-1115g4-8gb-256gb-m2-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1265358262;Notebook Asus Intel Core I7 1165g7 512gb 8gb 15,6 Fhd Win11;255000;1;new;https://articulo.mercadolibre.com.ar/MLA-1265358262-notebook-asus-intel-core-i7-1165g7-512gb-8gb-156-fhd-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA915373956;Notebook Asus Core I5 Ultrabook 8gb 15,6 + Ssd 960 Gb Gamer ;229999;5000;new;https://articulo.mercadolibre.com.ar/MLA-915373956-notebook-asus-core-i5-ultrabook-8gb-156-ssd-960-gb-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA932194896;Notebook Asus Core I5 X515 11va 12gb 15.6 1tb Ssd Gamer Csi;325999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932194896-notebook-asus-core-i5-x515-11va-12gb-156-1tb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1132742147;Notebook Asus X515 Intel Core I3 15.6 Led 4gb Ddr4 256gb Ssd;134099;1;new;https://articulo.mercadolibre.com.ar/MLA-1132742147-notebook-asus-x515-intel-core-i3-156-led-4gb-ddr4-256gb-ssd-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA1103250145;Notebook Asus Tuf Fx506 I5 32gb 512gb + 1tb Gtx 1650 Win10 ;422999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1103250145-notebook-asus-tuf-fx506-i5-32gb-512gb-1tb-gtx-1650-win10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1144082704;Notebook Asus X515 Intel Core I7 12gb 512gb Ssd 15,6 Gamer;261499;5000;new;https://articulo.mercadolibre.com.ar/MLA-1144082704-notebook-asus-x515-intel-core-i7-12gb-512gb-ssd-156-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1127457960;Notebook Asus X515 I7 11gen 20gb 512gb Ssd 15.6 Full Hd W11;288000;1;new;https://articulo.mercadolibre.com.ar/MLA-1127457960-notebook-asus-x515-i7-11gen-20gb-512gb-ssd-156-full-hd-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1124035516;Notebook Asus X515 I7 11gen 8gb 512 Ssd 15.6 Full Hd W10 ;258000;1;new;https://articulo.mercadolibre.com.ar/MLA-1124035516-notebook-asus-x515-i7-11gen-8gb-512-ssd-156-full-hd-w10-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931904421;Notebook Asus Core I3 X515 8gb 15,6 500gb Ssd Gamer Csi;234999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931904421-notebook-asus-core-i3-x515-8gb-156-500gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1114260664;Notebook Asus Core I5 X515 12gb 15.6 1tb Ssd Win Gamer Csi;338999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1114260664-notebook-asus-core-i5-x515-12gb-156-1tb-ssd-win-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1110020780;Notebook Asus X515 Core I3 1115g4 8gb 256gb 15.6 Fhd Uhd Cta;176433.3;50;new;https://articulo.mercadolibre.com.ar/MLA-1110020780-notebook-asus-x515-core-i3-1115g4-8gb-256gb-156-fhd-uhd-cta-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931961120;Notebook Asus Core I5 X515 11va 8gb 15.6 256gb Ssd Gamer;194999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931961120-notebook-asus-core-i5-x515-11va-8gb-156-256gb-ssd-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1142106541;Notebook Asus Zenbook 13 Oled Ryzen 7 5700u 8gb 512gb Fullhd;279890;1;new;https://articulo.mercadolibre.com.ar/MLA-1142106541-notebook-asus-zenbook-13-oled-ryzen-7-5700u-8gb-512gb-fullhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1147320470;Notebook Asus X515 Core I3 1115g4 12gb Ssd 1tb 15.6 Hd W11;195695.25;1;new;https://articulo.mercadolibre.com.ar/MLA-1147320470-notebook-asus-x515-core-i3-1115g4-12gb-ssd-1tb-156-hd-w11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1114278319;Notebook Asus Core I5 X515 11° 20gb 15.6 500gb Ssd Win Gamer;259999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1114278319-notebook-asus-core-i5-x515-11-20gb-156-500gb-ssd-win-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1114235764;Notebook Asus Core I5 X515 8gb 15,6 500gb Ssd Win Gamer Csi;298999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1114235764-notebook-asus-core-i5-x515-8gb-156-500gb-ssd-win-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA815767673;Notebook Asus Core I3 4gb 15.6 Windows Ssd 240gb Gamer Csi;217999;5000;new;https://articulo.mercadolibre.com.ar/MLA-815767673-notebook-asus-core-i3-4gb-156-windows-ssd-240gb-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1254798616;Notebook Asus Zenbook Duo I7 16 Gb 1t Win11;630299;1;new;https://articulo.mercadolibre.com.ar/MLA-1254798616-notebook-asus-zenbook-duo-i7-16-gb-1t-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA915424800;Notebook Asus Intel Core I7 20gb 240gb Ssd 15,6 Gamer Csi;384999;5000;new;https://articulo.mercadolibre.com.ar/MLA-915424800-notebook-asus-intel-core-i7-20gb-240gb-ssd-156-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA916084211;Notebook Asus Core I7 20g 15,6 480gb Ssd Win 10 Gamer Csi;420999;5000;new;https://articulo.mercadolibre.com.ar/MLA-916084211-notebook-asus-core-i7-20g-156-480gb-ssd-win-10-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA915414140;Notebook Asus Intel Core I7 20gb 480gb Ssd 15,6 Gamer;283999;5000;new;https://articulo.mercadolibre.com.ar/MLA-915414140-notebook-asus-intel-core-i7-20gb-480gb-ssd-156-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1117528509;Notebook Asus X515 Core I5 1135g7 36gb 480gb 15.6 Fhd W10 Ct;306359.08;1;new;https://articulo.mercadolibre.com.ar/MLA-1117528509-notebook-asus-x515-core-i5-1135g7-36gb-480gb-156-fhd-w10-ct-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1102769210;Notebook Asus Tuf Fx506 I5 16gb 1tb Ssd Rtx 3050 Gamer Csi;634999;500;new;https://articulo.mercadolibre.com.ar/MLA-1102769210-notebook-asus-tuf-fx506-i5-16gb-1tb-ssd-rtx-3050-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1288641953;Notebook Asus Zenbook D14 I7 32gb 1tb Win11;708399;1;new;https://articulo.mercadolibre.com.ar/MLA-1288641953-notebook-asus-zenbook-d14-i7-32gb-1tb-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1134197392;Notebook Asus Zenbook I5 8gb 512gb Win11;345399;1;new;https://articulo.mercadolibre.com.ar/MLA-1134197392-notebook-asus-zenbook-i5-8gb-512gb-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1218580152;Notebook Asus Vivobook I5-1240p 256ssd 8gb W11  15.6 Fhd;262799;500;new;https://articulo.mercadolibre.com.ar/MLA-1218580152-notebook-asus-vivobook-i5-1240p-256ssd-8gb-w11-156-fhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1100285192;Notebook Asus Intel Core I7 12gb 15,6 1tb Ssd Gamer Csi;371999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1100285192-notebook-asus-intel-core-i7-12gb-156-1tb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA875427586;Notebook Asus Core I7 8gb 15,6 480gb Ssd Windows 10 Csi;376999;5000;new;https://articulo.mercadolibre.com.ar/MLA-875427586-notebook-asus-core-i7-8gb-156-480gb-ssd-windows-10-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1257589207;Notebook Asus Ux3402za-km304w Core I5 16gb 512gb Win11 14;349999;1;new;https://articulo.mercadolibre.com.ar/MLA-1257589207-notebook-asus-ux3402za-km304w-core-i5-16gb-512gb-win11-14-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1167951268;Notebook Asus Core I5 X515 11va 24gb 15.6 1tb Ssd Gamer Csi;365999;5000;new;https://articulo.mercadolibre.com.ar/MLA-1167951268-notebook-asus-core-i5-x515-11va-24gb-156-1tb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931893221;Notebook Asus Core I3 X515 11va 8gb 15.6 256gb Ssd Gamer;156999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931893221-notebook-asus-core-i3-x515-11va-8gb-156-256gb-ssd-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA932184176;Notebook Asus Core I5 X515 8gb 15.6 256gb Ssd Gamer Csi;264999;5000;new;https://articulo.mercadolibre.com.ar/MLA-932184176-notebook-asus-core-i5-x515-8gb-156-256gb-ssd-gamer-csi-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA915359366;Notebook Asus I3 12gb 15.6 Windows + Ssd 960gb Gamer Csi;292999;5000;new;https://articulo.mercadolibre.com.ar/MLA-915359366-notebook-asus-i3-12gb-156-windows-ssd-960gb-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1169023424;Notebook Asus X515 Core I7 1165g7 16gb 512gb 15.6 Fhd ;283095.25;1;new;https://articulo.mercadolibre.com.ar/MLA-1169023424-notebook-asus-x515-core-i7-1165g7-16gb-512gb-156-fhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1121496062;Notebook Asus Vivobook I3-1115g4 128gb Ssd 4gb 15.6 Táctil;134519.05;1;new;https://articulo.mercadolibre.com.ar/MLA-1121496062-notebook-asus-vivobook-i3-1115g4-128gb-ssd-4gb-156-tactil-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA1169025079;Notebook Asus Vivobook X513ea Negra 15.6 , Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Linux Endless;248470;1;new;https://articulo.mercadolibre.com.ar/MLA-1169025079-notebook-asus-vivobook-x513ea-negra-156-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-linux-endless-_JM;active;Garantía de fábrica: 1 meses;
notebook asus;MLA915410739;Notebook Asus Intel Core I7 20gb 240gb Ssd Gamer;283799;5000;new;https://articulo.mercadolibre.com.ar/MLA-915410739-notebook-asus-intel-core-i7-20gb-240gb-ssd-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1294341101;Notebook Asus X515 15.6 Intel Core I7 1165g7  8gb 512gb Ssd;250249;5000;new;https://articulo.mercadolibre.com.ar/MLA-1294341101-notebook-asus-x515-156-intel-core-i7-1165g7-8gb-512gb-ssd-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1109567041;Notebook Asus X515 Core I7 1165g7 8gb 512gb 15.6 Fhd Cta;325845.25;1;new;https://articulo.mercadolibre.com.ar/MLA-1109567041-notebook-asus-x515-core-i7-1165g7-8gb-512gb-156-fhd-cta-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA931905107;Notebook Asus Core I3 X515 11va 8gb 15,6 500gb Ssd Gamer;172999;5000;new;https://articulo.mercadolibre.com.ar/MLA-931905107-notebook-asus-core-i3-x515-11va-8gb-156-500gb-ssd-gamer-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA815792088;Notebook Asus Core I5 Ultrabook 8gb Ssd 480 Gb Gamer Csi;284999;5000;new;https://articulo.mercadolibre.com.ar/MLA-815792088-notebook-asus-core-i5-ultrabook-8gb-ssd-480-gb-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1309914634;Notebook Asus Vivobook 14  2.5k I5 11300h 256gb Ssd 8gb Ram;210000;1;new;https://articulo.mercadolibre.com.ar/MLA-1309914634-notebook-asus-vivobook-14-25k-i5-11300h-256gb-ssd-8gb-ram-_JM;active;Garantía del vendedor: 6 meses;
notebook asus;MLA815790183;Notebook Asus Core I3 Ultrabook 4gb Ssd 480gb Gamer Csi;220999;5000;new;https://articulo.mercadolibre.com.ar/MLA-815790183-notebook-asus-core-i3-ultrabook-4gb-ssd-480gb-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA932410915;Notebook Asus I3 1115g4 11va Generacion Ssd 256 Nvme 8gb Fhd;181290.16;1;new;https://articulo.mercadolibre.com.ar/MLA-932410915-notebook-asus-i3-1115g4-11va-generacion-ssd-256-nvme-8gb-fhd-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA816697215;Notebook Asus Intel Core I7 15,6 12gb + Ssd 240gb Gamer Csi;343999;5000;new;https://articulo.mercadolibre.com.ar/MLA-816697215-notebook-asus-intel-core-i7-156-12gb-ssd-240gb-gamer-csi-_JM;active;Garantía de fábrica: 1 años;
notebook asus;MLA1288019309;Notebook Dell Inspiron I3 8gb 256gb 15 Win11;159999;1;new;https://articulo.mercadolibre.com.ar/MLA-1288019309-notebook-dell-inspiron-i3-8gb-256gb-15-win11-_JM;active;Garantía de fábrica: 12 meses;
notebook asus;MLA915838316;Notebook Asus Core I7 8gb 15,6 960gb Ssd Windows 10 Gamer;289999;5000;new;https://articulo.mercadolibre.com.ar/MLA-915838316-notebook-asus-core-i7-8gb-156-960gb-ssd-windows-10-gamer-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1116993757;Notebook Hp 15-dy2061la Plateada Natural 15.6 , Intel Core I3 1125g4  8gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 1366x768px Windows 10 Home;172999;1;new;https://articulo.mercadolibre.com.ar/MLA-1116993757-notebook-hp-15-dy2061la-plateada-natural-156-intel-core-i3-1125g4-8gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-1366x768px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1144765954;Notebook Hp 14-cf2531la Negra 14 , Intel Celeron N4020  4gb De Ram 128gb Ssd, Intel Uhd Graphics 600 1366x768px Windows 11 Home;105224;1;new;https://articulo.mercadolibre.com.ar/MLA-1144765954-notebook-hp-14-cf2531la-negra-14-intel-celeron-n4020-4gb-de-ram-128gb-ssd-intel-uhd-graphics-600-1366x768px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1234048129;Notebook Hp 15-dy2054la Plateada Natural 15.6 , Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 1366x768px Windows 11 Home;259999;1;new;https://articulo.mercadolibre.com.ar/MLA-1234048129-notebook-hp-15-dy2054la-plateada-natural-156-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1366x768px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1217309317;Notebook Hp 15-ef2126wm Spruce Blue 15.6 , Amd Ryzen 5 5500u  8gb De Ram 256gb Ssd, Amd Radeon Rx Vega 7 1920x1080px Windows 10 Home;177999;1;new;https://articulo.mercadolibre.com.ar/MLA-1217309317-notebook-hp-15-ef2126wm-spruce-blue-156-amd-ryzen-5-5500u-8gb-de-ram-256gb-ssd-amd-radeon-rx-vega-7-1920x1080px-windows-10-home-_JM;active;Garantía del vendedor: 1 meses;
notebook hp;MLA1138721902;Notebook Hp 14-dq2029la Plata Natural 14 , Intel Core I5 1135g7  8gb De Ram 256gb Ssd, Intel Iris Xe Graphics G7 80eus 1366x768px Windows 10 Home;229999;1;new;https://articulo.mercadolibre.com.ar/MLA-1138721902-notebook-hp-14-dq2029la-plata-natural-14-intel-core-i5-1135g7-8gb-de-ram-256gb-ssd-intel-iris-xe-graphics-g7-80eus-1366x768px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1264132669;Notebook Gamer Hp Omen 16-b0507la Negra Sombra 16.1 , Intel Core I5 11400h  8gb De Ram 512gb Ssd, Nvidia Geforce Rtx 3050 1920x1080px Windows 11 Home;395999;50;new;https://articulo.mercadolibre.com.ar/MLA-1264132669-notebook-gamer-hp-omen-16-b0507la-negra-sombra-161-intel-core-i5-11400h-8gb-de-ram-512gb-ssd-nvidia-geforce-rtx-3050-1920x1080px-windows-11-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1243089113;Notebook Hp 15-dw3033dx Natural Silver 15.6 , Intel Core I3 1115g4  8gb De Ram 256gb Ssd, Intel Uhd Graphics Xe G4 48eus 1920x1080px Windows 10 Home;183000;1;new;https://articulo.mercadolibre.com.ar/MLA-1243089113-notebook-hp-15-dw3033dx-natural-silver-156-intel-core-i3-1115g4-8gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-1920x1080px-windows-10-home-_JM;active;;
notebook hp;MLA1129889575;Notebook Hp 15-dy1024wm Plata 15.6 , Intel Core I3 1005g1  4gb De Ram 128gb Ssd, Intel Uhd Graphics 1366x768px Windows 10 Home;169999;50;new;https://articulo.mercadolibre.com.ar/MLA-1129889575-notebook-hp-15-dy1024wm-plata-156-intel-core-i3-1005g1-4gb-de-ram-128gb-ssd-intel-uhd-graphics-1366x768px-windows-10-home-_JM;active;Garantía del vendedor: 6 meses;
notebook hp;MLA1275776823;Notebook Hp Pavilion 15-eh0076nr Plata 15.6 , Amd Ryzen 5 4500u  8gb De Ram 256gb Ssd, Amd Radeon Rx Vega 6 (ryzen 4000/5000) 1920x1080px Windows 10 Home;224999;50;new;https://articulo.mercadolibre.com.ar/MLA-1275776823-notebook-hp-pavilion-15-eh0076nr-plata-156-amd-ryzen-5-4500u-8gb-de-ram-256gb-ssd-amd-radeon-rx-vega-6-ryzen-40005000-1920x1080px-windows-10-home-_JM;active;Garantía del vendedor: 12 meses;
notebook hp;MLA1141324311;Notebook Hp 240 G7 Plateado Ceniza Oscuro 14 , Intel Core I3 1005g1  8gb De Ram 1tb Hdd, Intel Uhd Graphics G1 (ice Lake 32 Eu) 1366x768px Windows 10 Home;163999;1;new;https://articulo.mercadolibre.com.ar/MLA-1141324311-notebook-hp-240-g7-plateado-ceniza-oscuro-14-intel-core-i3-1005g1-8gb-de-ram-1tb-hdd-intel-uhd-graphics-g1-ice-lake-32-eu-1366x768px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1287050822;Notebook Hp Amd Ryzen 7 5700u 12gb 256gb Ssd 15.6  Touchscreen Tactil Windows 11 (15-ef2081ms);291999;1;new;https://articulo.mercadolibre.com.ar/MLA-1287050822-notebook-hp-amd-ryzen-7-5700u-12gb-256gb-ssd-156-touchscreen-tactil-windows-11-15-ef2081ms-_JM;active;Garantía de fábrica: 12 meses;
notebook hp;MLA1153325160;Notebook Hp 17-by4061nr Plata 17.3 , Intel Core I5 1135g7  8gb De Ram 512gb Ssd, Intel Iris Xe Graphics G7 80eus 1920x1080px Windows 11 Home;277000;1;new;https://articulo.mercadolibre.com.ar/MLA-1153325160-notebook-hp-17-by4061nr-plata-173-intel-core-i5-1135g7-8gb-de-ram-512gb-ssd-intel-iris-xe-graphics-g7-80eus-1920x1080px-windows-11-home-_JM;active;Garantía de fábrica: 2 meses;
notebook hp;MLA1298455804;Notebook Hp 14-cf2533la Plata Natural 14 , Intel Core I3 10110u  4gb De Ram 256gb Ssd, Intel Uhd Graphics 620 1366x768px Windows 10 Home;149990;1;new;https://articulo.mercadolibre.com.ar/MLA-1298455804-notebook-hp-14-cf2533la-plata-natural-14-intel-core-i3-10110u-4gb-de-ram-256gb-ssd-intel-uhd-graphics-620-1366x768px-windows-10-home-_JM;active;Garantía de fábrica: 12 meses;
